TIC,RAJ2000,DEJ2000,Period,ecc,base_flux,T0,tdur_pri,tdur_sec,phi_sec,sector1,sector2,nsector,npri,nsec,subtype,oce,meb,etv,oeb,sgl,Gaia3,Gmag,BP-RP,TOI,TOI_Disp,comments
91961,221.69755,-23.92012,5.2829437,0.024,1001.9009,1602.8228046,0.1055431,0.1029983,0.5,11,11,1,3,3,detached,,,,,,6230262246566057728,14.306,2.3654,,,WB ?
800254,130.33401,-27.649,20.4580891,0.055,197.07143,3701.7984326,0.0867558,0.0761353,0.5,8,89,3,3,3,detached,,,,,,5646117969577620352,15.857,2.5521,,,
1190662,136.04,-16.49353,0.8881696,0.181,896.80847,2966.6957808,0.0399867,0.0314638,0.5704,8,62,4,91,90,detached,,,1,,,5729639381075389952,14.223,2.4469,,,
1232360,137.31509,-12.60512,2.3839457,0.073,7152.562,1518.2643662,0.0358978,0.03474,0.5,8,35,2,15,17,detached,,,,,,5733036283594679552,12.001,2.469,,,
1587780,169.75337,-14.93769,1.3086409,0.137,149.03722,3015.4157315,0.0654123,0.0654123,0.5,63,63,1,19,17,detached,,,1,,,3561323423703102080,15.637,2.664,,,ztfv
2527981,289.09803,-29.33668,11.6922963,0.128,242.84036,2037.2126678,0.2921309,0.2065365,0.5,27,92,2,3,4,detached,,,,,,6759433072484111872,15.559,2.2248,,,?
4247738,115.32852,31.24282,1.302254,0.039,224.20166,1843.8658136,0.0640402,0.061063,0.5001,20,72,8,133,129,detached,,,,,,880029457397272192,15.747,2.5443,,,css ztfv good
4619242,349.28866,-9.43508,8.6049489,0.034,950.38672,3211.8359731,0.075321,0.0706658,0.5,70,92,2,5,5,detached,,,,,,2437966171858282112,14.185,2.3695,5295,PC,
4723156,39.44235,-7.09679,9.4900779,0.231,1550.3409,1428.1381693,0.1082379,0.0648624,0.4444,4,31,2,4,4,detached,,,,,,5178577416092282496,13.902,3.2649,,,good ztfv
5868998,187.78215,-23.77356,1.271058,0.073,520.23297,1572.4756002,0.0516917,0.0516453,0.5001,10,90,3,54,51,detached,,,,,,3501271053530782080,14.973,2.3696,749,PC,good WB
7439480,212.92949,-29.97505,2.5085365,0.0,862.71533,4128.6170601,0.0611592,0.0569091,0.5002,102,102,1,8,8,detached,,,,,,6172969891098581120,14.138,2.162,6110,PC,
7439481,212.92913,-29.97408,2.5082438,0.083,368.49976,2336.4768413,0.063207,0.0638366,0.5002,38,64,2,18,20,detached,,,,,,6172969891098581248,15.25,2.4558,4339,PC,?
8769657,140.36812,33.43296,0.4265938,0.022,1108.7549,1870.9373534,0.0474357,0.0470959,0.4997,21,48,2,106,106,detached,1,,1,,,702082159096764288,14.045,2.416,,,gaia3 ztfv
8772485,66.61178,54.71667,6.2566544,0.0,981.10144,1816.8517123,0.6256654,0.6256654,0.5,19,19,1,4,4,detached,,,,,,275549815925918464,14.581,2.7153,,,HB
8988730,354.69819,-7.80665,2.3753872,0.029,669.20142,2448.6090886,0.0750086,0.077293,0.5001,42,42,1,7,6,detached,,,,,,2439165223648267648,14.615,2.6453,,,good ztfv
9172417,62.05749,-5.7566,0.2451947,0.005,2765.3569,1438.2839878,0.0269021,0.0271716,0.4999,5,5,1,97,98,detached,1,,,,,3197424691686461056,13.153,2.2997,,,?
9804616,47.64313,-9.27678,1.0336757,0.116,364.94427,1411.0658564,0.0393052,0.0367409,0.4996,4,4,1,20,20,detached,1,,,,,5167341850365479296,15.367,2.6968,460,EB,
10686217,299.46656,-10.88478,1.0126926,0.014,3717.916,3507.0013919,0.0408232,0.0408718,0.5002,81,92,2,41,39,detached,1,,,,,4189472728736232704,12.836,3.0465,,,good ztfv
10863087,25.9381,-6.0445,,0.0,,,,,,,,,,,,,,,,1,2479453696216295296,11.66,2.758,,,good
11756637,90.61487,-1.31694,4.3064138,0.003,1120.6365,1469.1369293,0.1122137,0.1123537,0.4981,6,33,2,9,11,detached,1,,,,,3026029280097368960,14.077,2.4935,,,ztfv
12158853,91.55601,-3.61893,1.2623851,0.011,3539.6663,1469.552191,0.0600336,0.0595136,0.5002,6,6,1,17,16,detached,,,1,,,3021723833079813504,12.791,2.441,,,good ztfv
12571728,52.253,-7.46289,1.2063244,0.0,127.58863,2145.2109745,0.1206324,0.1206324,0.5,31,31,1,18,20,detached,,,1,,,5168561621077853440,16.359,2.2058,,,
12632044,53.18112,-8.92757,0.2016317,0.0,3366.1616,1411.0976661,0.1139052,0.0805553,0.5,4,4,1,102,104,contact,,,,,,5165151485764431360,12.694,2.0661,,,gaia3 ztfv
12862119,3.96921,-12.08015,,,,,,,,,,,,,,,,,,1,2424392391576471936,16.778,2.8262,,,
12999193,346.85671,-28.35398,2.9653141,0.11,720.11743,3910.0368227,0.0370329,0.0370329,0.5,96,96,1,7,6,detached,,,,,,6606473820890373248,14.518,2.4152,7689,PC,
13345688,78.75878,-27.23963,0.6959686,0.0,183.04082,3996.0325399,0.0732261,0.0824402,0.55,98,98,1,46,47,detached,,,,,,2956050415872036864,16.198,3.2196,,,
13684720,305.53802,36.06457,24.8759309,0.014,978.91162,1695.0119451,0.066629,0.0648586,0.5,14,82,7,7,6,detached,,,,,,2057288892412649472,13.748,2.8012,1433,PC,additional
14675072,126.7538,21.95686,2.9329522,0.0,30886.455,2501.5602818,0.0969029,0.0955092,0.4979,44,46,3,22,24,detached,,,1,,,665777212860770560,10.159,1.842,,,good
15230595,279.90995,16.38708,0.5667534,0.018,8100.001,2391.128617,0.0565489,0.056789,0.499,40,53,2,84,87,detached,1,,,,,4511540132852601984,11.607,1.9188,,,gaia3 ztfv
16005254,63.26603,20.91525,7.5841107,0.0,799.10046,3235.8394597,0.0758593,0.0755036,0.4999,71,71,1,4,2,detached,,,,,,52359538285081728,14.319,2.2618,5344,PC,
16059780,253.50769,-25.9201,2.4414004,0.081,772.06311,3777.0329306,0.049748,0.0490921,0.4998,91,91,1,8,7,detached,1,,,,,6034486435967864320,14.528,2.5887,,,?
16316642,307.61376,41.22365,4.021854,0.0,14806.168,1684.3248433,2.2727003,2.2727003,0.5,14,75,5,29,29,contact,,,,,,2067818533010251776,11.403,3.0776,,,gaia3 ztfv
16728252,307.79394,41.53152,4.8523592,0.112,25357.602,1685.2502468,0.4651151,0.4331387,0.435,14,75,5,25,24,detached,,,1,,,2067846574853004672,10.449,1.925,,,?
17034490,308.09343,41.30526,6.5981519,0.097,242602.92,1686.8177411,3.729661,3.729661,0.5,14,75,5,18,18,detached,,,,,,2067830941174418048,8.232,2.335,,,gaia3
17197667,64.68749,22.05434,4.793095,0.215,141.0643,3210.7361458,0.0547611,0.0752993,0.4332,70,71,2,9,10,detached,,,,,,148618895079675776,16.5,3.0618,,,good ztfv
17456038,308.27193,41.72687,5.1900593,0.206,6615.9785,2420.7354986,0.2587402,0.1861509,0.4999,41,76,5,24,24,detached,,,,,,2067934394049131520,11.989,2.1469,,,?
17518090,66.98999,18.83284,10.890801,0.311,3165.6174,2477.2251654,0.2564637,0.3748492,0.6577,43,44,2,4,4,detached,,,,,,3314600126895654400,12.76,2.0813,,,good ztfv
19570530,124.93685,-10.10865,24.854677,0.0,1559.4579,1499.5067909,0.8783475,0.8783475,0.5,7,61,2,2,2,detached,,,,,,5752309902091699072,13.509,1.9081,,,?
20711983,335.99587,25.74046,3.3817725,0.004,122.97886,3560.8009489,0.0976796,0.0980227,0.4999,83,83,1,7,7,detached,,,,,,1879122860008096896,16.246,2.2564,,,good ztfv
22079739,148.14778,-27.11795,1.3729737,0.158,126.70296,1546.0335548,0.1372974,0.1372974,0.5,9,62,2,31,31,detached,,,,,,5657324531380992384,16.365,2.0312,,,
22275280,256.69798,-25.02829,3.2149718,0.02,5026.5879,3777.4054898,0.1460986,0.1422696,0.5009,91,91,1,5,6,detached,1,,,,,4112638237709418880,12.105,2.0923,,,
22481474,187.11423,-18.92766,0.4403003,0.063,2446.9175,1572.3297274,0.0269552,0.04403,0.5,10,63,3,147,149,detached,,,,,,3516638377795665024,13.109,2.0714,,,?
22482585,187.05893,-22.98479,0.4884805,0.282,1009.3666,2309.0236482,0.2760343,0.1952152,0.488,37,37,1,43,43,detached,,,,,,3513385335206720000,14.103,2.2471,,,
22541449,256.70845,-28.93191,3.3863347,0.302,185.4633,3778.2794207,0.4788277,0.4788277,0.5,91,91,1,5,6,detached,,,,,,6029912806870361088,15.321,2.8106,,,?
22739419,38.20615,27.61106,0.3513155,0.0,697.58801,3632.5038438,0.198584,0.198584,0.5,85,85,1,52,51,contact,,,,,,127661138301191168,14.674,2.8953,,,?
22760643,185.75597,-46.61901,15.1570788,0.0,6698.2227,1578.894233,0.7576251,0.7576251,0.5,10,64,3,5,5,detached,,,,,,6131272458806020736,12.157,2.9183,,,?
22818693,203.78142,41.08417,5.6296684,0.018,1752.7642,1902.2730909,0.090465,0.091252,0.5,22,76,4,13,12,detached,,,,,,1500910926140235136,13.535,2.597,,,gaia3 ztfv
24233294,243.06958,41.23076,0.3087412,0.028,2237.3765,1956.1187987,0.0362692,0.0370315,0.4999,24,24,1,67,67,detached,,,,,,1381579142471217536,13.38,2.7263,,,gaia3 ztfv
25508409,98.49965,-10.72064,,0.0,,,,,,,,,,,,,,,,1,3002072158680171648,14.433,2.6055,,,
26017840,52.49477,23.37183,2.7711097,0.06,258.24091,2448.73821,0.0617797,0.0615561,0.5001,42,71,5,36,37,detached,1,,,,,67920926352940032,15.754,2.9028,,,good ztfv
26054627,52.7124,20.87971,6.6288839,0.0,471.49283,3211.9771871,0.2342603,0.3313441,0.5,70,71,2,8,5,detached,,,,,,58372904816938240,14.875,2.1721,5349,PC,
27654301,123.62337,13.11497,,0.0,,,,,,,,,,,,,,,,1,650345086129592192,11.864,2.0667,,,
29780740,64.96129,-69.85426,1.6142271,0.0,185.01468,3668.2527709,0.1614227,0.1614227,0.5,87,97,9,132,135,detached,,,,,,4654448366390645504,15.925,2.1536,6513,PC,?
29786532,109.97853,-40.23191,3.1761346,0.075,262.44131,3665.4561819,0.103231,0.1038939,0.4998,87,88,2,16,15,detached,1,,1,,,5561614350584396800,15.591,2.4262,,,
29821723,316.17418,-26.50691,5.3737244,0.151,269.16315,3805.9226707,0.097121,0.0890173,0.5002,92,95,2,8,8,detached,,,,,,6801507946499510784,15.368,1.9461,6809,PC,
29983149,72.83425,-69.80473,3.8439635,0.342,708.00848,1603.9606984,1.0867445,1.0867445,0.5,11,90,13,76,75,detached,,,,,,4655323405866053888,14.923,3.1545,,,?
31054255,80.57571,-25.11978,1.747743,0.004,453.37378,1438.4287681,0.0424671,0.0427628,0.4998,5,32,3,39,40,detached,,,,,,2957804068198875776,15.266,3.3238,,,good
31858844,289.47854,-32.86133,5.9553035,0.027,82.72914,1658.5578736,0.1487927,0.1487927,0.5,13,27,2,8,8,detached,,,,,,6756148659453907072,16.548,2.02,1070,EB,?
32150999,59.13627,-67.4799,1.2896932,0.26,61.15693,2064.2171547,0.0911813,0.1289304,0.5,27,39,10,167,168,detached,,,,,,4669131072868657280,17.065,2.235,,,gaia3 P!match
32759110,86.24139,-24.93603,4.077153,0.002,1393.0076,1469.6064393,0.0578845,0.0579994,0.5,6,6,1,5,5,detached,,,,,,2915118518547524352,13.95,3.13,,,ztfv
33864821,65.64941,-72.10935,0.810464,0.045,1218.3915,2066.205244,0.0653136,0.0617572,0.5003,4,97,36,991,1000,detached,,,,,,4653600814724548864,13.778,1.9575,,,good
35227580,137.94226,16.27546,0.5869119,0.046,965.86212,2526.6085649,0.0432845,0.0417091,0.4995,45,46,2,75,76,detached,1,,,,,607899573608215552,14.198,2.495,,,
35349987,224.7805,-55.66373,42.9554823,0.0,4428.272,1604.2541285,0.1340333,0.1340333,0.5,11,65,3,2,1,detached,,,,,,5881578006761240448,12.296,2.0589,,,?
36077464,149.62891,-47.48834,0.1728008,0.0,2939.2183,1544.4210461,0.0976771,0.0976476,0.5,9,63,3,420,419,contact,,,,,,5408161628736783872,12.851,2.1634,,,
36133817,149.68299,-42.55479,9.621073,0.188,18.52497,4049.7966372,0.2842406,0.3163423,0.4015,99,99,1,2,3,detached,,,,,,5418302935572077952,18.372,3.2127,,,?
37146123,231.90511,-11.08526,1.5488858,0.024,1166.1227,2699.5192828,0.0774209,0.0773975,0.5,51,51,1,6,6,detached,,,,,,6315158803521783680,13.993,2.6334,,,ztfv
37744300,4.20841,-7.171,0.6151802,0.0,7645.9199,2461.4870225,0.3477358,0.3477358,0.5,42,42,1,26,24,contact,,,,,,2431240115634106112,11.73,1.8807,,,gaia3
38023570,94.99792,-27.50016,1.2218878,0.16,114.02469,1468.7948797,0.1221888,0.1221888,0.5,6,6,1,17,16,detached,,,,,,2899361864087217152,16.412,2.1445,,,
38586438,64.09021,-62.01289,1.1112849,0.022,3197.2456,1326.4476088,0.0555475,0.0555475,0.5,1,90,35,688,688,detached,,,1,,,4676564802265852032,12.833,2.4307,,,vespa
38634082,65.17865,-62.74906,0.3543253,0.177,41.36778,3936.3278456,0.0354325,0.0354325,0.5,97,97,1,116,115,detached,,,,,,4676468109664955264,17.798,2.5644,,,?
38680052,65.5287,-61.36873,1.3486934,0.164,71.26364,2037.1190015,0.0674143,0.0674143,0.5,27,90,21,342,341,detached,,,,,,4678187647067684992,17.046,2.8563,2208,PC,
39143128,168.80185,39.35912,,,,,,,,,,,,,,,,,,1,765082727962822016,15.925,2.3391,5389,PC,
42766175,96.84812,-2.06038,0.8208439,0.0,264.91013,1468.2948796,0.4639889,0.4639889,0.5,6,6,1,25,26,contact,,,,,,3117500401193809536,15.578,2.7244,,,?
43571341,264.89215,16.89564,0.3766328,0.029,586.99438,2010.8887334,0.0581585,0.0576289,0.4998,26,53,3,157,156,detached,,,,,,4549560935697122816,14.677,2.4996,,,gaia3
44573029,145.84508,-41.12317,0.6493013,0.0,37835.812,3718.461643,0.367023,0.367023,0.5,89,90,2,84,84,contact,,,,,,5431419529474007168,10.021,2.0905,,,?
46125268,93.69856,19.18458,0.3138674,0.0,2320.0928,2479.0330279,0.1774162,0.1774162,0.5,43,43,1,69,69,contact,,,,,,3374056046371085696,12.99,2.4169,,,?
48355200,283.79654,49.50401,2.1944192,0.096,341.64069,3340.8491083,0.0667776,0.0683837,0.5001,75,82,4,41,36,detached,,,,,,2132248235068412416,15.264,2.1827,,,
50753397,126.6311,-11.20431,1.1140429,0.02,810.85193,2229.281736,0.0684716,0.0687246,0.4999,34,34,1,22,20,detached,1,,,,,5751206606596299008,14.386,2.528,,,gaia3
51345905,276.10172,-25.37583,1.1438809,0.0,2430.5674,3776.0123705,0.1143881,0.1143881,0.5,91,92,2,35,35,detached,,,,,,4053144110202691840,13.006,2.7918,,,?
51736040,190.40143,-2.3066,5.7679801,0.012,830.56134,2554.1628287,0.0763092,0.0745118,0.5,46,46,1,4,4,detached,,,,,,3683045957967023744,14.355,2.3574,,,good
51961435,14.12783,60.3152,4.889327,0.369,1613.3156,2882.6112985,0.4889327,0.4889327,0.5,58,58,1,6,6,detached,,,,,,426512693710412544,13.507,2.0857,,,?
52276229,99.61843,-33.4387,5.0311038,0.133,63.98828,1470.1972823,0.1257016,0.1257016,0.5,6,7,2,9,8,detached,,,,,,5583424572466080128,17.05,2.6794,,,?
52280468,99.8668,-33.5403,1.1362246,0.031,1706.3752,1469.2993317,0.0453893,0.0456087,0.5,6,87,3,57,55,detached,,,1,,,5583372517465364352,13.54,2.6248,472,PC,good
52583022,84.15384,13.01024,0.6771347,0.076,850.72626,2474.9592855,0.0526156,0.0677135,0.5,43,45,3,100,101,detached,1,,,,,3341238918520502912,14.547,3.1019,,,ztfv
53682439,103.31051,-27.17915,1.2823485,0.0,98.02507,3667.4552074,0.1282348,0.1282348,0.5,87,87,1,16,15,detached,,,,,,2919143383943171200,16.314,2.1994,,,?
53874375,14.5319,29.98551,6.1932446,0.113,308.65753,3587.4259224,0.2188651,0.2188651,0.497,84,84,1,3,3,detached,,,,,,311676984873366272,15.379,2.1386,6227,PC,
53997651,159.57947,-33.26826,2.9172956,0.034,1308.5919,1546.7758608,0.08091,0.0780781,0.4813,9,63,2,17,16,detached,,,,,,5447815171985442176,13.916,2.5227,,,good
55278292,139.79843,15.35449,41.8481666,0.017,273.02493,2535.4754878,0.0694431,0.0742934,0.4999,44,46,3,2,2,detached,,,,,,630804084442040960,15.697,3.1466,,,good
55361028,140.51472,15.80819,2.576699,0.004,225.9409,3282.8548242,0.0788704,0.0793742,0.4999,72,72,1,8,8,detached,,,,,,630836794912890624,15.888,2.5324,,,gaia3
55995777,69.26443,-6.73905,6.451362,0.085,473.96088,4028.6877169,0.7927736,0.9161336,0.5054,98,98,1,5,6,detached,,,,1,,3198578251183793792,14.975,2.5339,,,good MEB
57332272,252.28383,39.5703,1.3183945,0.031,511.41876,1956.4086787,0.0795073,0.0784924,0.5002,24,25,2,39,37,detached,1,,,,,1352679613207023872,14.736,2.4998,,,good ztfv
60088938,276.05654,-37.51618,3.1034128,0.095,378.50378,3831.0508574,0.3103413,0.3103413,0.5,93,93,1,8,7,detached,,,,,,6727979343370860288,15.235,3.0457,,,
61351519,102.62945,-13.22045,0.2048642,0.036,536.74292,1468.5127114,0.0337906,0.03633,0.4992,6,7,2,212,212,detached,,,,,,2952672784874785792,14.801,2.3241,,,
61987177,177.99303,-46.85472,0.2015303,0.0,469.46591,3747.3058945,0.1139167,0.1139167,0.5,90,90,1,124,125,contact,,,,,,5377606784711441792,14.709,2.1462,,,
63459761,308.52507,41.13587,4.3619391,0.327,6412.3799,1714.3546603,0.4361939,0.4361939,0.311,15,75,4,22,20,detached,,1,1,,,2067766791544561920,12.172,2.609,,,ztfv MEB
64360693,106.72542,-24.91054,4.6665076,0.015,1134.4685,2203.3045125,0.0882517,0.0904603,0.4943,33,34,2,11,9,detached,1,,,,,5611474316693128320,14.24,2.9926,,,gaia3
66509654,109.42475,-23.99127,5.2800106,0.006,645.00696,1493.9048184,0.1010567,0.0969429,0.5001,7,61,2,8,9,detached,1,,1,,,5617761564699154816,14.751,2.8516,,,good ztfv
67319732,181.90195,-56.77808,,,,,,,,,,,,,,,,,,1,6072395810191887616,17.628,3.957,,,
67512645,173.46979,12.451,6.7415799,0.0,178.0072,3262.850122,0.0580828,0.057539,0.4998,72,72,1,4,2,detached,,,,,,3917278287286247808,16.281,3.1284,6894,PC,good ztfv
68047942,242.50959,-24.57185,0.8984675,0.0,1149.3549,3775.6080181,0.5078663,0.5078663,0.5,91,91,1,19,19,contact,,,,,,6049824932390484992,14.267,2.7359,,,
68406313,243.32877,-27.73396,0.6308478,0.018,1577.3608,3775.7584571,0.0900724,0.1261315,0.5,91,91,1,27,25,detached,1,,,,,6042254554317830144,13.986,3.0107,,,?
69874547,241.48348,-37.62993,0.794972,0.027,2137.5725,2362.3655131,0.1063481,0.112409,0.5,39,39,1,31,32,detached,1,,,,,5998336623943748224,13.24,2.2869,,,?
70490438,22.30592,-30.23672,2.9047601,0.003,235.49377,2115.2527805,0.1026523,0.1026523,0.5,30,30,1,8,8,detached,,,,,,5017000712058149888,15.804,2.7039,,,good ztfv
70553662,33.53098,-31.12245,0.5726522,0.04,2401.1211,2116.5057129,0.0448458,0.0572479,0.5,30,97,2,115,111,detached,1,,,,,4971852359438926976,13.197,2.6156,,,gaia3
70797900,1.9774,-29.97899,66.0305849,0.0,5774.6963,1365.8438866,0.0779642,0.102986,0.7391,2,96,4,2,2,detached,,,1,,,2320703325475764864,12.129,2.2172,224,PC,good
72576619,208.15014,12.29594,3.429543,0.305,1086.1901,2671.0446954,0.2424687,0.2424687,0.499,50,50,1,4,4,detached,,,,,,3728426032660396032,14.013,2.1411,,,
73804804,232.90366,-21.94488,2.4440722,0.091,2089.2432,3776.3924387,0.0491073,0.1221667,0.5,91,91,1,7,6,detached,,,1,,,6251760619471942400,13.367,2.6655,,,?
73886173,233.41068,-21.36922,5.7476981,0.032,849.75421,3781.0091591,0.1141205,0.1436056,0.5,91,91,1,3,3,detached,,,,,,6253330241038702592,14.194,2.2404,,,ztfv
73919088,251.77199,-22.83235,3.3497331,0.132,2131.5442,3776.1154552,0.0836928,0.1183773,0.5,91,91,1,4,5,detached,,,,,,4126453051553241216,13.256,2.2497,,,
76287859,86.46676,26.4534,2.7707286,0.002,590.20642,2478.4870387,0.1384946,0.1384946,0.5,43,45,3,24,25,detached,,,,,,3429346770984459008,14.609,2.2021,,,good ztfv
77437461,73.13637,-36.53382,1.2159383,0.0,4680.4639,2178.5614491,0.0202608,0.0303801,0.5,31,32,2,37,40,detached,,,,,,4818744300120317568,12.246,2.0953,,,?
77437462,73.13611,-36.5326,1.2159131,0.021,3743.4167,1461.17259,0.0303795,0.0303795,0.5,5,5,1,19,20,detached,,,,,,4818744295824258432,12.676,2.242,,,?
77622781,239.43806,-29.54744,0.6662655,0.0,578.30243,3775.6608901,0.3764984,0.3766122,0.5,91,91,1,25,26,contact,,,,,,6041052169632248576,14.839,2.8632,,,?
77951245,79.00491,-31.41269,21.4295357,0.006,1594.0896,1443.1670936,0.0945774,0.0945774,0.5,5,32,3,3,3,detached,,,,,,4827527233363019776,13.782,3.049,450,PC,
78234838,148.79425,-1.21216,1.9743404,0.02,2517.5693,1519.7281536,0.0797543,0.0986574,0.5,8,62,3,30,31,detached,,,,,,3832893617417083776,13.065,2.2713,,,ztfv
78450017,102.58903,-21.46274,1.8899994,0.045,633.45074,1493.6083779,0.0944714,0.0944714,0.5,7,33,2,25,24,detached,,,,,,2926107553156255360,14.678,2.3307,,,good
78665235,258.68205,-24.8231,1.4688674,0.038,2063.9036,3776.6809208,0.0938729,0.1038489,0.5,91,91,1,11,13,detached,1,,,,,4109530502450883840,13.297,2.6181,,,ztfv
79024316,212.37259,-18.18342,0.739901,0.068,65.68434,3775.4114253,0.0739901,0.0739901,0.5,91,91,1,21,21,detached,,,,,,6297158320705746944,16.91,2.0089,,,gaia3
80123540,259.21605,-27.07152,0.4411585,0.179,1245.962,3775.7624454,0.0882051,0.0882051,0.589,91,91,1,42,42,detached,,,,,,4108228066574933504,14.101,2.8195,,,
80881609,120.6255,59.73461,1.478767,0.004,3425.5583,2581.9024124,0.1045488,0.1045488,0.5,47,47,1,15,15,detached,,,,,,1084383451586091008,12.56,2.1055,,,ztfv
81292606,122.96195,-42.67611,2.5402613,0.016,2756.6455,2231.0520481,0.0634682,0.0634682,0.5,34,62,4,35,35,detached,,,,,,5521361951454614272,13.011,2.48,,,?
83239589,249.23439,-39.37309,3.8255558,0.0,81.99428,4156.4708577,0.1290945,0.1312135,0.5,103,103,1,5,6,detached,,,,,,6017434866048226944,16.728,3.3665,,,
83391903,214.7627,-26.26797,4.9546171,0.032,1633.0571,1602.8705221,0.1237532,0.1237532,0.5,11,64,2,9,7,detached,,,,,,6270852230133816832,13.538,2.2816,,,good
83824834,249.51665,-39.0729,4.68141,0.0,44.1957,4153.7928271,0.2318233,0.2266343,0.4999,103,103,1,6,4,detached,,,,,,6017533100544475776,17.63,3.6466,,,
85781236,63.79523,35.0104,17.0641908,0.0,467.72546,2915.0324923,0.4263471,0.2131092,0.6535,59,59,1,2,1,detached,,,,,,176817245168249472,14.8,2.5315,,,
86005116,327.04361,23.11248,0.982681,0.32,158.11783,3533.45537,0.0982384,0.0982681,0.5,82,82,1,26,26,detached,,,,,,1794290933719880960,16.048,2.3611,6157,PC,? WB
86232609,139.84528,62.05469,2.9219159,0.015,23389.078,1844.0500373,0.094037,0.0930983,0.5001,20,74,5,36,36,detached,1,,1,,,1040191742802868992,10.514,2.0361,,,gaia3
87091417,58.49096,58.74809,4.2366,0.0,1434.0803,2916.2842711,0.42366,0.42366,0.5,59,86,2,8,8,detached,,,,,,473092198144508160,13.774,1.9596,3743,PC,?
88643657,130.47429,41.36906,1.8432492,0.0,536.63666,2581.6154127,1.0419121,1.0419121,0.5,47,47,1,12,13,contact,,,,,,913233471605566208,14.94,2.8012,,,ztfv
89043241,338.94935,-43.10444,2.2035116,0.131,94.46716,2063.163073,0.1101423,0.1101423,0.5,28,28,1,8,10,detached,,,1,,,6520905707148006016,16.689,2.41,,,
91064991,102.32425,26.96266,10.12,0.069,922.771,2504.5405724,0.1263854,0.1263854,0.4687,44,45,2,4,4,detached,,,,,,3385147095037717504,14.296,2.5221,,,ztfv
91542943,43.82502,-33.74568,5.3267047,0.036,702.42822,1391.1243658,0.1330872,0.1330872,0.5,3,31,4,14,17,detached,,,,,,5051952743596712832,14.628,2.9198,,,gaia3
93000168,174.5254,-49.10885,5.71388,0.085,893.38525,3748.4769437,0.2856077,0.2856077,0.507,90,90,1,5,5,detached,,,,,,5370431749786397952,14.21,2.5246,,,?
93275779,129.94385,-52.32122,1.8302839,0.0,85.25035,2964.7105824,0.517448,0.517448,0.5,61,63,3,38,39,detached,,,,,,5321581959996214016,16.28,2.9183,,,
93555356,130.27048,-52.85792,0.6863215,0.364,578.1673,3743.6673434,0.0686322,0.0686322,0.5,89,89,1,42,40,detached,,,,,,5318550606440613760,14.72,2.6092,,,?
93763678,175.84365,-53.45316,0.9151483,0.355,306.0961,4074.6359341,0.1157194,0.1485003,0.4167,100,100,1,26,25,detached,,,,,,5345273648130813696,15.417,3.1293,,,
94723414,60.03382,32.81832,,,,,,,,,,,,,,,1,,,,170349024417367808,14.952,2.6139,,,?
95057860,90.47467,-13.4614,7.1650501,0.049,592.18335,3666.6734832,0.1790181,0.1790181,0.5,87,87,1,4,2,detached,,,,,,2997312063605005056,14.48,1.9776,4201,PC,good
95112238,90.48378,-16.81661,2.7236376,0.061,1762.1392,3667.9846575,0.0680498,0.0680498,0.5,87,87,1,8,8,detached,,,,,,2991334190684094208,13.496,2.6105,,,?
95436655,155.51966,22.92106,0.2634079,0.004,416.7309,2526.3717136,0.0372459,0.0372459,0.5,45,48,3,261,259,detached,,,,,,725230589712062208,15.139,2.6624,,,ztfv
96867956,74.27513,32.69175,1.3690704,0.038,1756.4117,2500.510786,0.0684328,0.0684328,0.4994,44,44,1,17,16,detached,,,,,,160761695338208896,13.395,2.1817,,,good
97905875,199.11917,-27.41113,5.0441314,0.052,393.72241,3043.323891,0.0891012,0.0891012,0.5,64,64,1,5,5,detached,,,,,,6186427432385401344,15.537,2.5965,,,good ztfv
99028319,181.30351,-25.56502,9.4004276,0.032,7035.6206,1576.8912596,0.1173989,0.1173989,0.5,10,90,3,6,8,detached,,,,,,3489185629739257472,12.008,2.512,,,ztfv
100267480,306.84319,-53.22061,1.7547715,0.097,1196.9521,3127.6982898,0.0877121,0.0620124,0.5,67,67,1,11,11,detached,,,,,,6474214430473957504,13.864,2.3894,2341,PC,?
101255979,56.14527,32.16484,1.9341202,0.0,96.94911,2448.2741587,0.193412,0.193412,0.351,42,44,3,33,31,detached,,,,,,216681443681826688,16.463,2.5905,,,?
101568867,107.9061,29.92721,0.8437277,0.023,2368.0042,2500.3734088,0.0843728,0.0843728,0.5,44,47,3,80,79,detached,,,,,,886407827430438912,12.975,1.8312,,,ztfv
101940827,204.95121,-33.10553,2.2438926,0.128,187.07748,3042.0751214,0.2243215,0.2243215,0.5,64,64,1,10,11,detached,,,1,,,6168418875031853952,16.139,3.3155,,,good
102840237,155.87099,-43.8334,11.1119324,0.0,4257.5107,2287.6671616,1.1111932,1.1111932,0.5,36,63,2,4,4,detached,,,,,,5415648821874435584,12.409,2.0052,,,?
103865797,242.15444,19.25338,4.4479877,0.52,297.99576,3438.7696648,0.1571889,0.1111325,0.5,78,78,1,2,3,detached,,,,,,1201691481025044864,15.592,3.0582,5695,PC,?
105723846,269.3096,-18.26239,0.9577508,0.0,2237.0664,3775.4420703,0.5413767,0.5413767,0.5,91,92,2,41,40,contact,,,,,,4143627805496822656,13.029,1.942,,,gaia3
