TIC,RAJ2000,DEJ2000,Period,ecc,base_flux,T0,tdur_pri,tdur_sec,phi_sec,sector1,sector2,nsector,npri,nsec,subtype,oce,meb,etv,oeb,sgl,Gaia3,Gmag,BP-RP,TOI,TOI_Disp,comments
1055770918,208.94302,-29.19009,0.2952071,0.0,739.83337,2308.6095565,0.1668683,0.1668683,0.521,37,37,1,74,73,contact,1,,,,,6176829967185967488,14.369,1.9577,,,?
1259908678,245.93283,-19.21437,1.3292097,0.0,461.26654,3775.7711065,0.751347,0.751347,0.5,91,91,1,13,13,contact,,,,,,6245245325875956096,15.183,2.9865,,,? WB
1427554971,267.47563,-27.7177,0.4831758,0.0,2.4442,3775.5730306,0.2731192,0.2731192,0.5,91,92,2,81,80,contact,,,,,,4057672075183852672,18.976,2.5591,,,ztfv
1435574774,265.47047,-27.2835,0.9013029,0.0,25.28326,3776.5855857,0.5094691,0.5094691,0.5,91,92,2,46,43,contact,,,,,,4060889074493805824,17.291,2.1651,,,gaia3
1435575990,265.5269,-27.27044,1.3978975,0.178,10.57659,3776.8273371,0.395206,0.395206,0.5,91,92,2,27,29,detached,,,,,,4060889516793874048,17.271,2.4124,,,gaia3
1436600361,262.68653,-28.0065,0.8026458,0.346,9.78902,3776.3684988,0.1922803,0.170314,0.5086,91,92,2,51,51,detached,,,,,,4061204806108662528,18.309,2.1654,,,gaia3
1438175128,265.01302,-26.04193,6.488728,0.287,27.97092,3806.3012393,0.6488728,0.6488728,0.5,92,92,1,4,2,detached,,,1,,,4061859011169206528,17.453,2.2955,,,gaia3
1441553348,267.68262,-25.59015,1.2566167,0.038,60.76675,3775.7246461,0.5023431,0.5023431,0.5,91,92,2,31,32,detached,,,,,,4067019745100891392,16.38,2.3868,,,gaia3
1444394873,266.12294,-24.0936,6.0743341,0.0,4.63585,3777.9035077,0.5463384,0.5715372,0.4965,91,92,2,5,7,detached,,,,,,4068340666593831424,18.208,1.8932,,,gaia3
1444703525,265.88036,-23.72098,5.3708529,0.391,10.74198,3778.5718299,0.5370853,0.5370853,0.5,91,92,2,7,8,detached,,,,,,4068414368207863808,17.967,1.8536,,,gaia3
1446957025,267.38436,-22.22312,1.9008512,0.203,33.39862,3776.5352851,0.306603,0.3408191,0.4974,91,92,2,22,21,detached,,,,,,4068984361915438592,17.026,2.0361,,,gaia3
1452319556,263.33357,-24.56059,0.6578365,0.0,16.82722,3775.5435605,0.3289183,0.3289183,0.5,91,92,2,61,59,contact,,,,,,4110335555436056704,17.644,2.4122,,,gaia3
1456266180,264.01425,-23.9308,2.3487871,0.432,0.2549,3778.2098352,0.5296561,0.2823224,0.4963,91,92,2,17,17,detached,,,,,,4116387130087652736,18.888,2.1618,,,gaia3
1457148618,264.13328,-23.20925,6.0112542,0.0,0.07184,3779.3653335,1.2018878,1.2018878,0.5,91,91,1,3,3,detached,,,,,,4116635443512146816,18.28,2.4185,,,gaia3
1457989120,265.78247,-23.24258,0.7154379,0.0,7.09114,3775.7042781,0.4044073,0.4044073,0.5,91,91,1,26,26,contact,,,,,,4116853524766201216,17.341,1.9503,,,gaia3
1459126730,265.20427,-22.28718,6.6503317,0.402,10.03062,3804.8057931,1.3296647,1.3296647,0.5,92,92,1,4,3,detached,,,,,,4117151045741506688,17.568,1.9092,,,gaia3
1464320521,267.10047,-21.39272,6.4333544,0.353,3.59615,3778.8756514,0.5522837,0.5019601,0.5001,91,92,2,7,6,detached,,,,,,4118623742928867840,18.76,2.1584,,,gaia3
1465321858,266.55376,-20.46112,6.4830453,0.393,5.51266,3776.9327388,0.6483045,0.6483045,0.5,91,92,2,5,7,detached,,,,,,4118942395065172608,18.872,2.261,,,gaia3
1606243893,270.32621,-27.21805,1.192252,0.0,24.2713,3776.3973664,0.6739305,0.6739305,0.5,91,92,2,33,36,contact,,,,,,4063189184100813184,16.976,1.8887,,,gaia3
1607028562,270.02143,-27.08547,0.7246833,0.0,10.4034,3775.5944418,0.4096333,0.4096333,0.5,91,92,2,58,53,contact,,,,,,4063942452629469312,17.345,1.7973,,,gaia3
1607520503,271.0101,-25.62523,1.632779,0.36,8.13185,3776.4656391,0.4616105,0.4616105,0.5,91,92,2,25,25,detached,,,,,,4064193656658533760,18.298,2.2373,,,gaia3
1609368900,271.59274,-26.04215,1.0693334,0.272,11.00569,3775.9515496,0.3023162,0.3023162,0.5,91,92,2,36,36,detached,,,,,,4064868546364654208,17.617,1.9368,,,gaia3
1612954892,271.21604,-25.29206,0.5114454,0.0,16.02279,3775.9110396,0.2890988,0.2890988,0.5,91,92,2,77,76,contact,,,,,,4065708818025773696,17.509,1.8888,,,gaia3
1612988218,270.85007,-25.17398,0.6436685,0.0,8.51835,3775.8269121,0.1818646,0.1818646,0.5,91,92,2,62,60,detached,,,,,,4065720672141283584,18.303,2.3151,,,gaia3
1613048119,271.24361,-24.94478,1.0720632,0.0,10.97044,3775.7935727,0.4285663,0.4285663,0.5,91,92,2,37,36,detached,,,,,,4065751351049439616,18.501,2.5285,,,gaia3
1613088964,271.99663,-25.13265,1.6208373,0.011,32.0549,3776.155927,0.3177557,0.3114499,0.4997,91,92,2,23,24,detached,,,,,,4065770940448556032,17.262,2.1619,,,gaia3
1631361764,273.7628,-22.00514,0.9345441,0.0,15.67853,3776.1978669,0.3735919,0.3735919,0.5,91,91,1,18,19,detached,,,,,,4090732534427397632,17.882,2.1517,,,gaia3
2055733261,352.52182,-38.96985,1.3516473,0.0,278.78168,2088.9303295,0.0955615,0.0955615,0.5,29,29,1,16,16,detached,,,,,,6538398353024629888,14.889,2.388,,,dup 393963814
